first_name,last_name,age,phone_number,set_id,number,theme,subtheme,year,name,pieces,us_price,image_url,quantity
Melissa,Prael,41,819-555-1361,24919,70601,Ninjago,Skybound,2018,Sky Shark,221,19.99,http://images.brickset.com/sets/images/70601-1.jpg,1
Melissa,Prael,41,819-555-1361,25006,41567,Mixels,Series 8,2018,Skulzy,66,4.99,http://images.brickset.com/sets/images/41567-1.jpg,1
Melissa,Prael,41,819-555-1361,24804,42048,Technic,,2018,Race Kart,345,29.99,http://images.brickset.com/sets/images/42048-1.jpg,1
Audrey,Baker,40,386-555-0465,25916,76054,DC Comics Super Heroes,Batman,2018,Batman: Scarecrow Harvest of Fear,563,59.99,http://images.brickset.com/sets/images/76054-1.jpg,1
Audrey,Baker,40,386-555-0465,25660,75822,The Angry Birds Movie,,2018,Piggy Plane Attack,168,19.99,http://images.brickset.com/sets/images/75822-1.jpg,1
Audrey,Baker,40,386-555-0465,24803,42047,Technic,,2018,Police Interceptor,185,19.99,http://images.brickset.com/sets/images/42047-1.jpg,1
Audrey,Baker,40,386-555-0465,24691,31043,Creator,,2018,Chopper Transporter,124,9.99,http://images.brickset.com/sets/images/31043-1.jpg,1
Ean,Kruse,53,740-555-8273,24918,70317,Nexo Knights,,2018,The Fortrex,1140,99.99,http://images.brickset.com/sets/images/70317-1.jpg,1
Ean,Kruse,53,740-555-8273,24898,41113,Friends,Party,2018,Party Gift Shop,52,4.99,http://images.brickset.com/sets/images/41113-1.jpg,1
Lawrence,Lewis,21,602-555-4393,24663,21027,Architecture,Skylines,2018,Berlin,289,29.99,http://images.brickset.com/sets/images/21027-1.jpg,2
Shelby,Siekmeier,56,210-555-8934,24907,42050,Technic,,2018,Drag Racer,647,79.99,http://images.brickset.com/sets/images/42050-1.jpg,1
Shelby,Siekmeier,56,210-555-8934,26058,5005059,Gear,Video Games/PS3,2018,Marvel Avengers PS3 Video Game,NA,49.99,http://images.brickset.com/sets/images/5005059-1.jpg,1
Megan,Sweetman,30,567-555-4401,24957,71309,Bionicle,Toa,2018,Onua - Uniter of Earth,143,19.99,http://images.brickset.com/sets/images/71309-1.jpg,1
Megan,Sweetman,30,567-555-4401,24959,75139,Star Wars,The Force Awakens,2018,Battle on Takodana,409,59.99,http://images.brickset.com/sets/images/75139-1.jpg,2
Megan,Sweetman,30,567-555-4401,24986,30446,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,The Batmobile,63,3.99,http://images.brickset.com/sets/images/30446-1.jpg,1
Megan,Sweetman,30,567-555-4401,24737,41135,Friends,Pop Star,2018,Livi's Pop Star House,597,49.99,http://images.brickset.com/sets/images/41135-1.jpg,1
Dylan,Scott,53,813-555-0271,25884,853571,Gear,Key Chains/Miscellaneous,2018,Hot Dog Guy Key Chain,NA,5.99,http://images.brickset.com/sets/images/853571-1.jpg,1
Dylan,Scott,53,813-555-0271,24683,60116,City,Medical,2018,Ambulance Plane,183,19.99,http://images.brickset.com/sets/images/60116-1.jpg,1
John,Leavell,39,843-555-8490,24786,75127,Star Wars,MicroFighters,2018,The Ghost,104,9.99,http://images.brickset.com/sets/images/75127-1.jpg,1
John,Leavell,39,843-555-8490,25656,10804,Duplo,,2018,Jungle,86,49.99,http://images.brickset.com/sets/images/10804-1.jpg,1
John,Leavell,39,843-555-8490,25624,70593,Ninjago,Skybound,2018,The Green NRG Dragon,567,49.99,http://images.brickset.com/sets/images/70593-1.jpg,1
John,Leavell,39,843-555-8490,24551,71234,Dimensions,Fun Pack,2018,Fun Pack: Sensei Wu,58,14.99,http://images.brickset.com/sets/images/71234-1.jpg,1
Angel,Payne,62,NA,25605,75146,Star Wars,Seasonal,2018,Star Wars Advent Calendar,282,39.99,http://images.brickset.com/sets/images/75146-1.jpg,4
Angel,Payne,62,NA,24793,75133,Star Wars,Battlefront,2018,Rebel Alliance Battle Pack,101,12.99,http://images.brickset.com/sets/images/75133-1.jpg,1
Nadia,Romero,37,702-555-1158,24672,71307,Bionicle,Toa,2018,Gali - Uniter of Water,87,14.99,http://images.brickset.com/sets/images/71307-1.jpg,1
Nadia,Romero,37,702-555-1158,24986,30446,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,The Batmobile,63,3.99,http://images.brickset.com/sets/images/30446-1.jpg,1
Sarah,Harris,44,787-555-1308,25624,70593,Ninjago,Skybound,2018,The Green NRG Dragon,567,49.99,http://images.brickset.com/sets/images/70593-1.jpg,1
Danait,Mckinny,33,NA,24919,70601,Ninjago,Skybound,2018,Sky Shark,221,19.99,http://images.brickset.com/sets/images/70601-1.jpg,2
Joseph,Holub,33,732-555-8846,25877,853506,Gear,Role-Play toys,2018,NK Shield Standard,NA,12.99,http://images.brickset.com/sets/images/853506-1.jpg,3
Joseph,Holub,33,732-555-8846,25007,41568,Mixels,Series 8,2018,Lewt,62,4.99,http://images.brickset.com/sets/images/41568-1.jpg,1
Joseph,Holub,33,732-555-8846,25606,75148,Star Wars,The Force Awakens,2018,Encounter on Jakku,530,59.99,http://images.brickset.com/sets/images/75148-1.jpg,1
Joseph,Holub,33,732-555-8846,24619,41560,Mixels,Series 7,2018,Jamzy,70,4.99,http://images.brickset.com/sets/images/41560-1.jpg,1
Joseph,Holub,33,732-555-8846,24797,75138,Star Wars,Episode V,2018,Hoth Attack,233,24.99,http://images.brickset.com/sets/images/75138-1.jpg,2
Elias,Garrett,50,832-555-9165,24915,60130,City,Police,2018,Prison Island,754,89.99,http://images.brickset.com/sets/images/60130-1.jpg,3
Elias,Garrett,50,832-555-9165,25898,75145,Star Wars,Original Content,2018,Eclipse Fighter,363,29.99,http://images.brickset.com/sets/images/75145-1.jpg,1
Elias,Garrett,50,832-555-9165,24725,41174,Elves,,2018,The Starlight Inn,343,29.99,http://images.brickset.com/sets/images/41174-1.jpg,1
Isaac,Younger,42,345-555-2861,25662,75824,The Angry Birds Movie,,2018,Pig City Teardown,386,39.99,http://images.brickset.com/sets/images/75824-1.jpg,1
Isaac,Younger,42,345-555-2861,24686,60119,City,Harbour,2018,Ferry,301,29.99,http://images.brickset.com/sets/images/60119-1.jpg,1
Dominique,Kifletsion,28,647-555-6291,24730,41115,Friends,,2018,Emma's Creative Workshop,108,9.99,http://images.brickset.com/sets/images/41115-1.jpg,2
Dominique,Kifletsion,28,647-555-6291,25917,76058,Marvel Super Heroes,Ultimate Spider-Man,2018,Spider-Man: Ghost Rider Team-Up,217,19.99,http://images.brickset.com/sets/images/76058-1.jpg,3
Morgan,Andreas,22,785-555-6517,25002,41563,Mixels,Series 8,2018,Splasho,67,4.99,http://images.brickset.com/sets/images/41563-1.jpg,2
Morgan,Andreas,22,785-555-6517,24918,70317,Nexo Knights,,2018,The Fortrex,1140,99.99,http://images.brickset.com/sets/images/70317-1.jpg,1
Morgan,Andreas,22,785-555-6517,24675,60106,City,Fire,2018,Fire Starter Set,90,9.99,http://images.brickset.com/sets/images/60106-1.jpg,1
Kelly,Wilson,36,419-555-4451,24694,31047,Creator,,2018,Propeller Plane,230,19.99,http://images.brickset.com/sets/images/31047-1.jpg,1
Adam,Mehdinia,36,520-555-0348,25883,853568,Gear,Key Chains/City,2018,Prison Guard Key Chain,NA,5.99,http://images.brickset.com/sets/images/853568-1.jpg,2
Katelynn,Wardlaw,35,604-555-2142,24913,60112,City,Fire,2018,Fire Engine,376,49.99,http://images.brickset.com/sets/images/60112-1.jpg,1
Autriana,Hess,26,616-555-0154,24681,60114,City,Harbour,2018,Race Boat,95,9.99,http://images.brickset.com/sets/images/60114-1.jpg,1
Autriana,Hess,26,616-555-0154,24710,10806,Duplo,,2018,Horses,20,14.99,http://images.brickset.com/sets/images/10806-1.jpg,1
Autriana,Hess,26,616-555-0154,26025,41178,Elves,,2018,The Dragon Sanctuary,585,49.99,,1
Christy,Larsen,26,910-555-9252,24903,41558,Mixels,Series 7,2018,Mixadel,63,4.99,http://images.brickset.com/sets/images/41558-1.jpg,1
Christy,Larsen,26,910-555-9252,24735,41120,Friends,Adventure Camp,2018,Adventure Camp Archery,114,9.99,http://images.brickset.com/sets/images/41120-1.jpg,1
Tanner,Dockstader,21,573-555-4274,24789,75130,Star Wars,MicroFighters,2018,AT-DP,76,9.99,http://images.brickset.com/sets/images/75130-1.jpg,1
Tanner,Dockstader,21,573-555-4274,24690,31042,Creator,,2018,Super Soarer,100,9.99,http://images.brickset.com/sets/images/31042-1.jpg,2
Tanner,Dockstader,21,573-555-4274,25917,76058,Marvel Super Heroes,Ultimate Spider-Man,2018,Spider-Man: Ghost Rider Team-Up,217,19.99,http://images.brickset.com/sets/images/76058-1.jpg,1
Tanner,Dockstader,21,573-555-4274,24692,31044,Creator,,2018,Park Animals,202,14.99,http://images.brickset.com/sets/images/31044-1.jpg,2
Trenidy,Embrey,26,215-555-1034,25884,853571,Gear,Key Chains/Miscellaneous,2018,Hot Dog Guy Key Chain,NA,5.99,http://images.brickset.com/sets/images/853571-1.jpg,2
Trenidy,Embrey,26,215-555-1034,24779,75114,Star Wars,Buildable Figures,2018,First Order Stormtrooper,81,19.99,http://images.brickset.com/sets/images/75114-1.jpg,1
Trenidy,Embrey,26,215-555-1034,24791,75132,Star Wars,The Force Awakens,2018,First Order Battle Pack,88,12.99,http://images.brickset.com/sets/images/75132-1.jpg,3
Sean,Graves-Ayers,34,949-555-1759,25641,70326,Nexo Knights,,2018,The Black Knight Mech,530,39.99,,2
Sean,Graves-Ayers,34,949-555-1759,26035,41574,Mixels,Series 9,2018,Compax,66,4.99,,1
Paige,Ice,21,NA,24682,60115,City,Traffic,2018,4 x 4 Off Roader,176,19.99,http://images.brickset.com/sets/images/60115-1.jpg,1
Paige,Ice,21,NA,26038,41577,Mixels,Series 9,2018,Mysto,64,4.99,,1
Aiden,Ganley,19,786-555-5067,25639,70324,Nexo Knights,,2018,Merlok's Library 2.0,288,24.99,http://images.brickset.com/sets/images/70324-1.jpg,1
Aiden,Ganley,19,786-555-5067,24756,70310,Nexo Knights,,2018,Knighton Battle Blaster,76,9.99,http://images.brickset.com/sets/images/70310-1.jpg,2
Dustin,Vanvuuren,51,812-555-1009,24709,10803,Duplo,,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,2
Dustin,Vanvuuren,51,812-555-1009,24807,71235,Dimensions,Level Pack,2018,Level Pack: Midway Arcade,96,29.99,http://images.brickset.com/sets/images/71235-1.jpg,1
Dustin,Vanvuuren,51,812-555-1009,25920,75151,Star Wars,Episode III,2018,Clone Turbo Tank,903,109.99,http://images.brickset.com/sets/images/75151-1.jpg,1
Payton,Milsap,42,NA,24669,71304,Bionicle,Companions,2018,Terak - Creature of Earth,74,9.99,http://images.brickset.com/sets/images/71304-1.jpg,1
Payton,Milsap,42,NA,24702,76063,DC Comics Super Heroes,Mighty Micros,2018,The Flash vs. Captain Cold,88,9.99,http://images.brickset.com/sets/images/76063-1.jpg,3
Payton,Milsap,42,NA,24678,60109,City,Fire,2018,Fire Boat,412,79.99,http://images.brickset.com/sets/images/60109-1.jpg,2
Juana,Geisert,35,701-555-8100,25919,75150,Star Wars,Rebels,2018,Vader's TIE Advanced vs. A-wing Fighter,702,89.99,http://images.brickset.com/sets/images/75150-1.jpg,2
Juana,Geisert,35,701-555-8100,25644,71313,Bionicle,Reboot Villains,2018,Lava Beast,114,14.99,,1
Stephanie,Harrison,42,NA,24736,41121,Friends,Adventure Camp,2018,Adventure Camp Rafting,320,29.99,http://images.brickset.com/sets/images/41121-1.jpg,1
Benjamin,Park,33,NA,24785,75126,Star Wars,MicroFighters,2018,First Order Snowspeeder,91,9.99,http://images.brickset.com/sets/images/75126-1.jpg,1
Benjamin,Park,33,NA,25898,75145,Star Wars,Original Content,2018,Eclipse Fighter,363,29.99,http://images.brickset.com/sets/images/75145-1.jpg,4
Benjamin,Park,33,NA,25883,853568,Gear,Key Chains/City,2018,Prison Guard Key Chain,NA,5.99,http://images.brickset.com/sets/images/853568-1.jpg,1
Benjamin,Park,33,NA,24957,71309,Bionicle,Toa,2018,Onua - Uniter of Earth,143,19.99,http://images.brickset.com/sets/images/71309-1.jpg,2
Miles,Hill,34,NA,24758,70312,Nexo Knights,,2018,Lance's Mecha Horse,237,19.99,http://images.brickset.com/sets/images/70312-1.jpg,2
Carolyn,Quarry,23,567-555-7649,25627,70596,Ninjago,Rise of the Villains,2018,Samurai X Cave Chaos,1253,119.99,,2
Carolyn,Quarry,23,567-555-7649,24806,71311,Bionicle,Miscellaneous,2018,Kopaka and Melum - Unity set,171,24.99,http://images.brickset.com/sets/images/71311-1.jpg,2
Jennifer,Reinert,29,402-555-0467,24660,71241,Dimensions,Fun Pack,2018,Fun Pack: Slimer,33,14.99,http://images.brickset.com/sets/images/71241-1.jpg,3
Natalia,Vonduyke,16,859-555-3818,25879,853534,Gear,Key Chains/Ninjago,2018,Airjitzu Jay Key Chain,NA,5.99,http://images.brickset.com/sets/images/853534-1.jpg,2
Natalia,Vonduyke,16,859-555-3818,24714,10814,Duplo,,2018,Tow Truck,28,19.99,http://images.brickset.com/sets/images/10814-1.jpg,1
Natalia,Vonduyke,16,859-555-3818,24765,70332,Nexo Knights,Ultimate,2018,Ultimate Aaron,82,9.99,http://images.brickset.com/sets/images/70332-1.jpg,1
Natalia,Vonduyke,16,859-555-3818,25922,75149,Star Wars,The Force Awakens,2018,Resistance X-wing Fighter,740,79.99,http://images.brickset.com/sets/images/75149-1.jpg,1
Talise,Nieukirk,16,801-555-2343,24902,41556,Mixels,Series 7,2018,Tiketz,62,4.99,http://images.brickset.com/sets/images/41556-1.jpg,2
Spencer,Morgan,28,784-555-3455,26041,41580,Mixels,Series 9,2018,Myke,63,4.99,,2
Spencer,Morgan,28,784-555-3455,26060,5005051,Gear,Digital Media,2018,Friends of Heartlake City Girlz 4 Life,NA,19.99,,1
Amelia,Hageman,40,336-555-1950,24702,76063,DC Comics Super Heroes,Mighty Micros,2018,The Flash vs. Captain Cold,88,9.99,http://images.brickset.com/sets/images/76063-1.jpg,2
Amelia,Hageman,40,336-555-1950,24720,10830,Duplo,,2018,Minnie's Café,27,19.99,http://images.brickset.com/sets/images/10830-1.jpg,4

